     Time	  Accel	     IntAccel	     SG1	   SG2	      SG3	       
    9.613000   100.939900   -17.334266   -16.500679    -4.372879   4.54589280 
    9.614000   102.832400   -15.495266   -19.940479    -2.496879   2.04199280 
    9.615000   100.939900   -22.852266    -8.682979     1.566421  -5.46960720 
    9.616000    94.316200   -30.209266    -0.239979    -1.246879 -14.23330720 
    9.617000    85.799900   -28.370266    -2.741579   -10.937879 -10.47740720 
    9.618000    81.068600   -17.334266    -3.992379    -9.374879  -5.46960720 
    9.619000    85.799900   -17.334266    -3.054279    -5.622879  -1.40080720 
    9.620000    95.262400   -24.691266    -0.552679     1.253821  -2.02680720 
    9.621000    96.208700   -28.370266     2.574421    10.944321   4.23289280 
    9.622000    83.907400   -22.852266     5.388721     5.317521  12.37059280 
    9.623000    79.176100   -19.173266    -0.552679     1.566421  12.68359280 
    9.624000    72.552300   -19.173266    -5.555979     0.941221  11.74459280 
    9.625000    72.552300   -13.655266   -11.497379     5.004921   7.04979280 
    9.626000    73.498600   -17.334266   -17.751479     9.068721   0.16409280 
    9.627000    68.767300   -22.852266   -15.875279     5.630121  -4.84370720 
    9.628000    65.928600   -33.888266   -11.810079     0.628621   2.35499280 
    9.629000    66.874800   -32.049266   -13.060879    -2.496879   6.42389280 
    9.630000    62.143600   -22.852266   -11.810079     1.566421   0.47709280 
    9.631000    51.734800   -26.531266    -1.803479     1.566421  -6.72160720 
    9.632000    43.218500   -35.727266     0.698121    -4.997879  -5.15670720 
    9.633000    43.218500   -44.924266    -1.803479   -11.562879   1.41609280 
    9.634000    35.648500   -43.085266    -8.682979   -12.187879   7.04979280 
    9.635000    29.024700   -37.567266   -12.122779    -2.809879   4.85889280 
    9.636000    28.078500   -30.209266    -7.119479     2.504221  -0.14890720 
    9.637000    30.917200   -26.531266    -3.054279    -4.372879   2.35499280 
    9.638000    34.702200   -28.370266    -3.679679    -8.748879   2.66799280 
    9.639000    30.917200   -28.370266    -0.865379    -3.747879  -7.03460720 
    9.640000    29.971000   -35.727266     4.763321     7.505721 -13.60730720 
    9.641000    31.863500   -39.406266     4.763321    14.070221 -13.60730720 
    9.642000    29.971000   -37.567266     3.199821    16.571021  -7.03460720 
    9.643000    23.347200   -28.370266     1.636321    14.070221  -1.71380720 
    9.644000    11.992180   -37.567266     6.639621     6.255321  -1.40080720 
    9.645000    11.992180   -43.085266     7.890421     2.816821 -11.10340720 
    9.646000     9.153420   -48.603266    -0.865379     2.816821  -8.91250720 
    9.647000     3.475900   -52.281266    -9.933879     4.067121  -2.02680720 
    9.648000     0.637140   -52.281266   -16.813379    -0.621879   4.23289280 
    9.649000    -2.201600   -50.442266   -13.373579    -8.123879   5.17189280 
    9.650000   -12.610400   -43.085266    -8.370279    -5.935879   6.11089280 
    9.651000   -17.341700   -33.888266    -0.552679    -1.246879  -3.90470720 
    9.652000   -19.234200   -33.888266     4.137921     4.067121 -11.10340720 
    9.653000   -13.556600   -43.085266     6.639621    -3.122879 -10.47740720 
    9.654000   -18.287900   -39.406266    11.955621   -11.562879  -7.34760720 
    9.655000   -26.804200   -37.567266     8.515821    -4.685879  -1.08780720 
    9.656000   -36.266700   -35.727266    -4.930579     7.505721   0.47709280 
    9.657000   -43.836700   -37.567266    -3.679679     5.942721   1.41609280 
    9.658000   -48.568000   -46.763266    -0.865379     5.630121   1.41609280 
    9.659000   -57.084300   -52.281266    -3.366979     4.067121   2.04199280 
    9.660000   -57.084300   -44.924266    -2.428879    -4.685879   0.79009280 
    9.661000   -51.406800   -39.406266    -5.868679    -4.997879   3.60699280 
    9.662000   -56.138000   -35.727266    -6.181379    -0.309179  -0.46190720 
    9.663000   -62.761800   -39.406266     3.199821     6.567921   2.98099280 
    9.664000   -76.009300   -41.245266     6.014221    11.256921   7.36279280 
    9.665000   -78.848100   -35.727266     0.698121     3.442021  10.49269280 
    9.666000   -76.955600   -32.049266    -6.806779    -8.123879   2.35499280 
    9.667000   -75.063100   -32.049266   -14.311779   -18.126879  -6.09560720 
    9.668000   -77.901800   -30.209266   -14.311779   -20.627879 -11.72940720 
    9.669000   -79.794300   -33.888266   -10.871979   -11.562879  -6.72160720 
    9.670000   -75.063100   -35.727266    -5.555979     4.067121   4.54589280 
    9.671000   -75.063100   -37.567266     5.076021     8.756121   2.98099280 
    9.672000   -76.955600   -44.924266     8.203121    -0.309179   2.66799280 
    9.673000   -80.740600   -46.763266     1.323621    -2.184879   5.48489280 
    9.674000   -88.310600   -32.049266    -8.995679    -1.246879   9.55369280 
    9.675000   -98.719600   -28.370266    -3.366979    -3.122879   7.98879280 
    9.676000  -103.450600   -35.727266     0.072721    -4.997879  -0.77480720 
    9.677000  -113.859600   -48.603266    -1.803479    -3.434879  -5.78260720 
    9.678000  -117.644600   -52.281266    -3.992379    -6.560879  -6.72160720 
    9.679000  -117.644600   -48.603266    -4.617879   -12.187879   0.47709280 
    9.680000  -116.698600   -37.567266     0.698121    -6.248879   5.79789280 
    9.681000  -117.644600   -33.888266    -1.490779     1.879021   1.41609280 
    9.682000  -117.644600   -37.567266    -8.682979     0.316021   2.66799280 
    9.683000  -120.483600   -37.567266    -3.679679    -4.372879   0.16409280 
    9.684000  -122.375600   -39.406266     2.574421    -3.122879  -4.53070720 
    9.685000  -120.483600   -41.245266     1.323621     2.504221 -15.48520720 
    9.686000  -123.321600   -33.888266    -2.741579     1.253821 -20.80600720 
    9.687000  -128.999600   -28.370266    -2.116179    -9.061879 -16.42420720 
    9.688000  -130.891600   -37.567266     6.952321   -15.000879 -10.16440720 
    9.689000  -123.321600   -37.567266     4.137921   -14.375879   3.29399280 
    9.690000  -112.913600   -50.442266    -2.741579    -8.123879  12.68359280 
